Question,Confirmation,Factoid,List,Causal,Hypothetical,Complex
Did the Whigs support or oppose the Catholic king?,0,1,0,0,0,0
When was the Treaty of Paris established?,0,1,0,0,0,0
Why were the shelters soon abandoned in 1940?,0,0,0,1,0,0
Who were the rejecters of the document affronted by the persecution of?,0,1,0,0,0,0
"Compared to the rest of the United States, does Alaska have many or limited road links?",1,0,0,0,0,0
Wats divided by the antennas efficiency?,0,1,0,0,0,0
Is bleeding easy or difficult to control?,1,0,0,0,0,0
Name one of the tribes Native Americans established in the Americas.,0,1,0,0,0,0
Does the Parliamentary Assembly had any kinds of legislative authority?,1,0,0,0,0,0
Was there someone else that was preferred as Bishop?,0,1,0,0,0,0
Why was the Genoscope created?,0,0,0,1,0,0
Along with myrrh and spices what important luxury did ancient Somali merchants provide?,0,1,0,0,0,0
What did not develop in Eurasia?,0,1,0,0,0,0
Who called for the sanctions in Burma to be given reprieve?,0,1,0,0,0,0
Why are Touloulous given free condoms?,0,0,0,1,0,0
Why was Spielberg's Cecil B. DeMille Award postponed from 2008?,0,0,0,1,0,0
Are truly unaspirated voiceless consonants common or rare?,0,1,0,0,0,0
Why would they leave agricultural lifestyle?,0,0,0,1,0,0
Are there exceptions to the official language of Mexico?,1,0,0,0,0,0
Do American Hispanics speak English in the home?,1,0,0,0,0,0
Why don't police use radios?,0,0,0,1,0,0
Is mahogany a hardwood or a softwood?,1,0,0,0,0,0
Why are local governments investing in telecom?,0,0,0,1,0,0
Why would this type be good for receiving but not transmtting?,0,0,0,1,0,0
Why did the cubs need to host their home games at an alternative site?,0,0,0,1,0,0
Does Venezuela have immigrants from other countries?,1,0,0,0,0,0
Why did Venezuelans come to America?,0,0,0,1,0,0
Name two different geographies that King George II had to protect.,0,0,1,0,0,0
Unemployment rate in 2014?,0,1,0,0,0,0
Does the halogen bulp increase reduce or have no effect on filament evaporation?,0,0,0,1,0,0
Name two works that are often the subject of a varior.,0,0,1,0,0,0
Along with the Prospect of Whitby what pub was Samuel Pepys associated with?,0,1,0,0,0,0
Do poor families value education?,1,0,0,0,0,0
Can the members of the upper house be elected directly or indirectly?,0,0,0,1,0,0
Which belief system definitively believes in no Higher Power or Supreme Being?,0,0,0,0,0,1
Is the structure of hardwood simple or complex?,1,0,0,0,0,0
Are males and females expected to express their sexuality in the same ways or are there discrepancies between genders and cultures?,1,0,0,0,0,0
What bachelor's degree is offered at NI-Q through the School of Communication?,0,1,0,0,0,0
Why does NCAZ work closely with BSI?,0,0,0,1,0,0
Who made William Adams a samurai?,0,1,0,0,0,0
The foundation has donated billions to sufferers of...,0,0,0,0,0,1
Why was the case of BPN more serious?,0,0,0,1,0,0
Why does water increase lamp darkening?,0,0,0,1,0,0
Why are the waxwing Bombycilla not migrating for?,0,0,0,1,0,0
Why were all countries included?,0,0,0,1,0,0
This produces many modes of vibration that occur simultaneously?,0,1,0,0,0,0
Can DC systems use a low-level platform?,1,0,0,0,0,0
What is the government of India based on?,0,1,0,0,0,0
Are large jungle cats part of the animal population of Burma?,1,0,0,0,0,0
In opposition to conservatives what group has Hayek's work influenced?,0,1,0,0,0,0
Are transpired collectors more or less cost-effective than glazed collection systems?,0,0,0,1,0,0
Why did the constitution have to explain federalism?,0,0,0,1,0,0
At what conference did Richard Borshay speak?,0,1,0,0,0,0
Is it probable improbable or impossible that a sovereign would withhold assent?,0,0,0,0,0,1
Has Amendment 36 been adopted?,1,0,0,0,0,0
Were the results of the 2010 elections accepted by the United Nations?,1,0,0,0,0,0
What is the definition of neutral monism?,0,1,0,0,0,0
If a team already qualifies for the Champions League and they winner the FA Cup or the League Cup will another team get to qualify for the Champions League?,0,0,0,1,0,0
Why did the Chinese goverment denounce the accord?,0,0,0,1,0,0
Why was a more general religion used in the language of the First Amendment?,0,0,0,1,0,0
Did Eran Elhaik from Johns Hopkins University School of Public Health argue for or against Khazar descent?,0,0,0,1,0,0
Why is French taught in school?,0,0,0,1,0,0
Is the trophy decorated?,1,0,0,0,0,0
Why did Bell labs create their new type of capacitor?,0,0,0,1,0,0
What was the name of Beyoncé's first dance instructor?,0,1,0,0,0,0
What amendment of the Constitution doesn't cruel and unusual punishment violate?,0,1,0,0,0,0
Are written records of Old Dutch rare or common?,0,1,0,0,0,0
Name another example of a heavy isotope.,0,1,0,0,0,0
Where did the spanish colonial government move to after the uprising of the provinces of Rio de la Plata?,0,1,0,0,0,0
Why might Uranus have more varied weather than Jupiter?,0,0,0,1,0,0
Is Bristol larger on the Gloucester or Somerset side of the River Avon?,1,0,0,0,0,0
Name one of the individuals considered the founding fathers of modern Cypriot art.,0,0,1,0,0,0
"In a country, are ecclesiastical issues part of a common law system?",1,0,0,0,0,0
Name a property that makes copper a good material to use in marine environments?,0,1,0,0,0,0
After WWII what was the coming out ceremony replaced with?,0,1,0,0,0,0
Why is the F-5 mandolin less expensive?,0,1,0,0,0,0
Why was the rule of precedent allowed?,0,0,0,1,0,0
Have many new Premier League teams had any difficulties during their first season?,1,0,0,0,0,0
Did the five clubs think it was a good idea?,1,0,0,0,0,0
Were utilities publicly or privately owned in Menzie's economy?,0,0,0,1,0,0
Can women ask to be a member of the Masonic Lodge?,1,0,0,0,0,0
Name a reason to take a database backward in time?,0,1,0,0,0,0
Who removed generals Gosnjak and Hamovic?,0,1,0,0,0,0
In what span did Universal produce westerns with Kirby Grant?,0,1,0,0,0,0
Is Canada Bilingual?,1,0,0,0,0,0
Why is physical contact with a VHS tape less desirable than an optical reading?,0,0,0,1,0,0
When did Ken Hoitzman pitch a no-hitter?,0,1,0,0,0,0
Describe Gaddafi's early childhood.,0,0,0,0,0,1
Why did Raskin leave the Apple team in 1981?,0,0,0,1,0,0
How many refugees fled Russia to the Ottoman Empire from 1783 to 1913?,0,1,0,0,0,0
Why was it not included in the series?,0,0,0,1,0,0
How many international female outdoor track and field championships have been won by the University of Kansas?,0,1,0,0,0,0
Why was it easy for people to believe that cotton grew on sheep that grew in plants?,0,0,0,1,0,0
Why did the Bandia-Nzakara raid the region in the 16th and 17th centuries?,0,0,0,1,0,0
Do some varieties of poultry have more dark meat than others?,1,0,0,0,0,0
These types of birds have a tendon locking mechanism.,0,0,0,0,0,1
Is there only one standard for SDTV color support?,1,0,0,0,0,0
Are sports games high attendance rates?,1,0,0,0,0,0
Were terrorist groups involved in the Burmese conflicts?,1,0,0,0,0,0
How many non-americans were killed during the Pearl Harbor attack?,0,1,0,0,0,0
Did he know all of the Old Testament?,1,0,0,0,0,0
Why would someone prefer a second edition to a first edition?,0,0,0,1,0,0
How would history have changed if the library of Alexandria had never been destroyed?,0,0,0,0,1,0
"Starting in 1963, IBM launched a program by naming 8 of them.",0,0,0,0,0,1
Why did long stamens develop numerous morphological and physiological mechanisms?,0,0,0,1,0,0
Why was the US not able to provide an adequate response to the Korean invasion?,0,0,0,1,0,0
Can you name some plain water solutions?,0,0,1,0,0,0
What time did Pilate hold court in the morning?,0,1,0,0,0,0
What are the places where you could study theatre and theatre in Cork?,0,0,1,0,0,0
Why were carrier-launched aircraft less effective than naval guns?,0,0,0,1,0,0
Why were multiple holidays seized by the Catholic population?,0,0,0,1,0,0
According to Brian Cowan was learning more or less formal in coffeehouses as opposed to private institutions?,0,0,0,0,0,1
Did Ferdinand permanently occupy France?,0,1,0,0,0,0
Too many people gain from their social groups?,0,0,0,0,0,1
Why was the PVA unable to advance beyond Seoul?,0,0,0,1,0,0
Who manages each FBI branch?,0,1,0,0,0,0
What is the real exported cash crop rate?,0,1,0,0,0,0
The wealthy continental dwellings consisted of?,0,0,1,0,0,0
Why did the US impose an arms embargo on Turkey?,0,0,0,1,0,0
The laws of cause and effect can also be called?,0,0,0,1,0,0
Is there anything that goes against the law of the State?,1,0,0,0,0,0
Why did many of the proposed mega casinos never get further than the initial planning stages?,0,0,0,1,0,0
Does PlayStation Network use artificial or real currency for picture viewing?,0,0,0,0,0,1
During what war were computers first used for military applications?,0,1,0,0,0,0
Why was Pelosi seeking the Minority Whip position?,0,0,0,1,0,0
Hoe describes Oprah Winfrey?,0,0,0,0,0,1
Has a woman ever broadcast a correspondence?,1,0,0,0,0,0
Europe did not feel the need to posses territory in Africa until?,0,1,0,0,0,0
Where was the concept of parallel creation lost?,0,1,0,0,0,0
Describe Gaddafi's humble upbringing.,0,1,0,0,0,0
What is the name of one of Somerset's underground rivers?,0,1,0,0,0,0
The time span that is counted as the classical for the Greeks is from eras ?,0,1,0,0,0,0
The foundation donated billions of...,0,0,0,0,0,1
Is it better to harvest grain before or after morning dew evaporation?,1,0,0,0,0,0
With the Scottish garment is attached?,0,0,0,0,0,1
Are boys who mature sooner or later usually older and stronger than their friends?,1,0,0,0,0,0
What percentage of students at Qur'anic schools are female?,0,1,0,0,0,0
If the prey is not killed the predator-prey interaction is called?,0,0,0,0,0,1
Does Colorado have an official language?,1,0,0,0,0,0
Why are major teams now encouraged to schedule weaker opponents further nonconference schedule?,0,0,0,1,0,0
The percept at 200 Hz is commonly referred to as?,0,1,0,0,0,0
In the 2008 primary how much of the Bronx vote did Obama get?,0,1,0,0,0,0
Why may regulations ban the use of lead in ammunition?,0,0,0,1,0,0
In 2013 how many years had IBM generated the most patents by a business?,0,1,0,0,0,0
Why did the Chinese government ban Windows 9 based products?,0,0,0,1,0,0
Why is it often not worth bothering to identify an infectious agent?,0,0,0,1,0,0
Is the SOS rounded up or down?,1,0,0,0,0,0
Why is increasing overseas activities causing print media to decrease?,0,0,0,1,0,0
Can the query languages be adjusted?,0,0,0,0,0,1
Why were farmers striking?,0,0,0,1,0,0
Name some of the teaching opportunities in the CAF off limits to women in the 1980s.,0,0,1,0,0,0
Are cell walls of bacteria similar to cell walls of plants and fungi?,0,1,0,0,0,0
In what year were there 4470 priests in the Dominican Order?,0,1,0,0,0,0
Name an exemplar of a predator that uses digestion to kill and gain nutrients from its prey.,0,1,0,0,0,0
Why did Soviets create fake elections in Poland?,0,0,0,1,0,0
Has the service been restored?,1,0,0,0,0,0
The good motor system presently allows for ,0,0,0,0,0,1
Why did they miss that competition?,0,0,0,1,0,0
Would those in favor of DST argue that it causes people to use more electricity or saves energy?,0,0,0,1,0,0
Where does the UN Code Alimentarius want to do business regulating volunteers?,0,1,0,0,0,0
Does al-Qaeda believe that Muslims in Burma are in danger?,1,0,0,0,0,0
For what nation did Hussein Ahmed Salah compete?,0,1,0,0,0,0
Are certain parts of the bird used for particular reasons in relation to receipes?,1,0,0,0,0,0
Does energized segment of third rail pose the threat to pedestrians if uncovered?,1,0,0,0,0,0
Why did students move to Russia?,0,0,0,1,0,0
Social turmoil led to conflict?,0,0,0,1,0,0
Name two arts of the Four Arts?,0,0,0,0,0,1
Is Lagrange's formalism or Hamiltonian more convenient for conservative systems?,1,0,0,0,0,0
Why did pre or prije develop rather than the symboled pre?,0,0,0,1,0,0
Why did the last Ming Emperor commit suicide?,0,0,0,1,0,0
Do romantic relationships tend to increase or decrease throughout adolescence?,0,0,0,1,0,0
Were other mathematicians amazed by von Neumann?,0,0,0,0,0,1
Is there a court decision?,1,0,0,0,0,0
Is liberation from samsara possible?,1,0,0,0,0,0
Why did Pierce give the Start Screen such glowing reviews?,0,0,0,1,0,0
Georgian architecture is characterized by?,0,1,0,0,0,0
Are men and women expected to express their sexuality in the same way or are there gender and cultural differences?,1,0,0,0,0,0
What year did Wever die?,0,1,0,0,0,0
Why did Dominic refuse to sell his beloved books?,0,0,0,1,0,0
For older adolescents is sexual activity in a romantic relationship associated with lower or higher levels of deviant behavior?,0,0,0,1,0,0
Why did a regional referendum in 1996 to merge Berlin with surrounding Brandenburg fail?,0,0,0,1,0,0
Why are alternative methods of pest control gaining popularity?,0,0,0,1,0,0
Has the U.S. Congress called for more or less strict regulation of pharmaceuticals?,1,0,0,0,0,0
